------------------------------------------
Starting Logging:16:17:47.384181
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
13:32:16.577598:E718F742,00000000,00000000,00000000,A049043F,0000963E,FF8FE33C,00000000
13:32:17.582618:DE18F742,00000000,00000000,00000000,B0EE083F,0000963E,FF8FE33C,00000000
13:32:18.587307:DB18F742,00000000,00000000,00000000,B011183F,0046B43E,FF8FE33C,00000000
13:32:19.592450:910AF742,00000000,00000000,00000000,B0EE083F,0027CE3E,FF8FE33C,00000000
-------------------------------
Starting Logging:13:34:37.110698
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
-------------------------------
Starting Logging:13:35:17.395278
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
13:35:18.748933:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
13:35:19.753528:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
13:35:20.757907:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
13:35:21.767528:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
13:35:22.770969:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
13:35:23.774735:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
13:35:24.777781:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
13:35:25.781263:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
13:35:27.789195:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
13:35:43.832426:0,0,00000000,00000000,0000FA3E,C0F1D93E,0,0
-------------------------------
Starting Logging:13:36:29.183990
Data Format...
hour:min:sec.milli:bus_current,bus_voltage,vehicle_velocity,motor_velocity,phase_a_current,phase_b_current,dc_bus_amphours,odometer
-------------------------------
13:36:30.574794:0,0,0,0,A09D0F3F,201E9E3E,0,0
13:36:31.590015:6DD4ED42,00000000,00000000,00000000,A049043F,0046B43E,0,0
13:36:32.595090:87CCED42,00000000,00000000,00000000,B013203F,A034AD3E,0,0
13:36:33.599558:44C6ED42,00000000,00000000,00000000,0000163F,206B8D3E,FF8FE33C,00000000
13:36:34.603948:20C1ED42,00000000,00000000,00000000,A049043F,0027CE3E,FF8FE33C,00000000
13:36:35.609281:8CB5ED42,00000000,00000000,00000000,B011183F,40F2743E,FF8FE33C,00000000
13:36:36.617604:D6B0ED42,00000000,00000000,00000000,A09D0F3F,0027CE3E,FF8FE33C,00000000
13:36:37.621744:3BA3ED42,00000000,00000000,00000000,80E6133F,00A7C13E,FF8FE33C,00000000
13:36:38.629965:4F98ED42,00000000,00000000,00000000,B0EE083F,0000963E,FF8FE33C,00000000
13:36:39.634244:FD91ED42,00000000,00000000,00000000,A0A1063F,0000483E,FF8FE33C,00000000
13:36:40.638400:A37CED42,00000000,00000000,00000000,A049043F,0046B43E,FF8FE33C,00000000
13:36:41.642019:6E70ED42,00000000,00000000,00000000,B011183F,4022D43E,FF8FE33C,00000000
13:36:42.645678:8579ED42,00000000,00000000,00000000,206B0D3F,201E9E3E,FF8FE33C,00000000
13:36:43.659042:3D75ED42,00000000,00000000,00000000,B0EE083F,201E9E3E,FF8FE33C,00000000
13:36:44.661722:F266ED42,00000000,00000000,00000000,80E6133F,20D5A53E,FF8FE33C,00000000
13:36:45.666128:F756ED42,00000000,00000000,00000000,C0F4FE3E,0027CE3E,FF8FE33C,00000000
13:36:46.671004:8C56ED42,00000000,00000000,00000000,B011183F,A049843E,FF8FE33C,00000000
13:36:47.674942:A551ED42,00000000,00000000,00000000,80E6133F,A034AD3E,FF8FE33C,00000000
13:36:48.683268:B839ED42,00000000,00000000,00000000,B0EE083F,20D5A53E,FF8FE33C,00000000
13:36:49.686779:D24BED42,00000000,00000000,00000000,80E6133F,0000963E,FF8FE33C,00000000
13:36:50.689603:F930ED42,00000000,00000000,00000000,C0F4FE3E,201E9E3E,FF8FE33C,00000000
13:36:51.693425:9A26ED42,00000000,00000000,00000000,A0A1063F,C09B5F3E,FF8FE33C,00000000
13:36:52.697628:E22DED42,00000000,00000000,00000000,A09D0F3F,201E9E3E,FF8FE33C,00000000
13:36:53.707173:1B1EED42,00000000,00000000,00000000,A09D0F3F,A034AD3E,FF8FE33C,00000000
13:36:54.712490:6616ED42,00000000,00000000,00000000,B0E6013F,A034AD3E,FF8FE33C,00000000
13:36:55.717573:D10CED42,00000000,00000000,00000000,60320B3F,0027CE3E,FF8FE33C,00000000
13:36:56.722636:50F3EC42,00000000,00000000,00000000,B013203F,20D5A53E,FF8FE33C,00000000
